t (s),AceX,AceY,AceZ,GirX,GirY,GirZ,Altura
19.792550563812256,-3380.00,12824.00,10044.00,-668.00,48.00,110.00,-1.44
19.845797300338745,-3544.00,12592.00,10244.00,-762.00,6.00,98.00,-1.53
19.90321707725525,-3556.00,12948.00,9676.00,-964.00,40.00,-29.00,-1.55
19.956501960754395,-3560.00,12840.00,9780.00,-813.00,51.00,46.00,-1.55
20.01408886909485,-3720.00,12732.00,10044.00,-899.00,36.00,31.00,-1.46
20.0673189163208,-3500.00,12868.00,9968.00,-920.00,20.00,28.00,-1.45
20.124733686447144,-3504.00,12696.00,10216.00,-875.00,21.00,49.00,-1.48
20.181596755981445,-3504.00,12844.00,9936.00,-920.00,50.00,125.00,-1.45
20.239229917526245,-3552.00,12776.00,10208.00,-839.00,25.00,131.00,-1.63
20.296228408813477,-3668.00,12672.00,10212.00,-723.00,21.00,120.00,-1.28
20.35415029525757,-3548.00,12860.00,10024.00,-684.00,-14.00,123.00,-1.28
20.411195516586304,-3620.00,12752.00,9968.00,-669.00,-13.00,107.00,-1.29
20.464251279830933,-3400.00,12708.00,9856.00,-729.00,35.00,63.00,-1.54
20.52145266532898,-3560.00,12796.00,9764.00,-816.00,24.00,58.00,-1.36
20.57527208328247,-3528.00,12900.00,9576.00,-856.00,5.00,100.00,-1.55
20.631787538528442,-3420.00,12820.00,9948.00,-843.00,-32.00,109.00,-1.40
20.689991235733032,-3488.00,12828.00,10112.00,-906.00,-19.00,161.00,-1.47
20.747525453567505,-3680.00,12780.00,10176.00,-904.00,-10.00,88.00,-1.47
20.80438232421875,-3836.00,12748.00,10016.00,-857.00,25.00,43.00,-1.37
20.861305952072144,-3600.00,12844.00,10120.00,-809.00,28.00,33.00,-1.40
20.914743661880493,-3580.00,12548.00,10200.00,-785.00,30.00,63.00,-1.40
20.972378492355347,-3692.00,12752.00,10028.00,-811.00,-3.00,126.00,-1.61
21.02993083000183,-3700.00,12732.00,9872.00,-727.00,7.00,142.00,-1.52
21.086736917495728,-3536.00,12936.00,9804.00,-625.00,58.00,275.00,-1.36
21.13963532447815,-3696.00,12740.00,10100.00,-893.00,81.00,117.00,-1.36
21.197197675704956,-3504.00,12748.00,9860.00,-763.00,-21.00,143.00,-1.59
21.25450587272644,-3512.00,12900.00,9616.00,-860.00,30.00,43.00,-1.62
21.312650680541992,-3284.00,12468.00,10216.00,-784.00,2.00,111.00,-1.46
21.36936926841736,-3448.00,12768.00,10204.00,-1015.00,-30.00,51.00,-1.47
21.42277765274048,-3464.00,13220.00,9684.00,-947.00,1.00,27.00,-1.24
21.479891061782837,-3552.00,12648.00,10468.00,-887.00,18.00,-1.00,-1.67
21.537817239761353,-3676.00,12724.00,10112.00,-831.00,30.00,110.00,-1.67
21.594456672668457,-3728.00,12768.00,10088.00,-753.00,16.00,134.00,-1.49
21.652517318725586,-3624.00,12780.00,10180.00,-620.00,-9.00,161.00,-1.19
21.705493450164795,-3464.00,12748.00,10040.00,-736.00,3.00,159.00,-1.43
21.76266098022461,-3276.00,12984.00,9752.00,-668.00,40.00,121.00,-1.43
21.81982684135437,-3652.00,12660.00,10024.00,-728.00,-9.00,98.00,-1.44
21.873922109603882,-3344.00,12940.00,9720.00,-862.00,52.00,44.00,-1.53
21.93056869506836,-3592.00,12804.00,9760.00,-898.00,56.00,73.00,-1.28
21.98367404937744,-3624.00,12756.00,9900.00,-929.00,34.00,26.00,-1.28
22.041105270385742,-3484.00,12872.00,9856.00,-948.00,-15.00,-6.00,-1.32
22.09915328025818,-3588.00,12792.00,10048.00,-910.00,-52.00,51.00,-1.42
22.15155053138733,-3712.00,12912.00,10148.00,-940.00,48.00,99.00,-1.45
22.213127851486206,-3760.00,12656.00,10496.00,-819.00,-57.00,122.00,-1.49
22.270209550857544,-3688.00,12828.00,10108.00,-712.00,-15.00,154.00,-1.47
22.327739238739014,-3584.00,12664.00,10072.00,-656.00,57.00,170.00,-1.56
22.385369539260864,-3500.00,12644.00,10220.00,-691.00,32.00,165.00,-1.56
22.438666105270386,-3608.00,12912.00,9776.00,-716.00,36.00,127.00,-1.38
22.499940633773804,-4464.00,11612.00,11148.00,-739.00,-57.00,-39.00,-1.40
22.556994199752808,-3496.00,12764.00,9352.00,-853.00,-24.00,103.00,-1.47
22.610431671142578,-3292.00,12808.00,9324.00,-957.00,36.00,97.00,-1.38
22.66806983947754,-3520.00,12780.00,9808.00,-1019.00,33.00,40.00,-1.57
22.72487783432007,-3784.00,12540.00,10420.00,-803.00,-70.00,66.00,-1.62
22.782031059265137,-4320.00,12824.00,10036.00,-870.00,-275.00,6.00,-1.29
22.83965039253235,-3888.00,12412.00,10288.00,-1031.00,-169.00,-20.00,-1.29
22.900815725326538,-3644.00,12384.00,10420.00,-1018.00,-76.00,-60.00,-1.62
22.958637952804565,2888.00,32767.00,-6604.00,-3594.00,2689.00,2605.00,-1.12
23.023966073989868,-25580.00,32767.00,12776.00,-2492.00,6787.00,-3901.00,-1.25
23.085302352905273,32767.00,23364.00,17612.00,-5013.00,12119.00,932.00,-1.36
23.151061058044434,-12396.00,32767.00,-12708.00,-6126.00,14119.00,-3717.00,-1.27
23.212231397628784,-8276.00,32767.00,7652.00,-8534.00,12624.00,-6244.00,-0.45
23.274535417556763,-7008.00,32767.00,7904.00,-7080.00,12732.00,-8463.00,3.15
23.335132360458374,5444.00,32767.00,204.00,-5372.00,13870.00,-7721.00,4.76
23.396514892578125,-4460.00,32767.00,5776.00,-5674.00,12305.00,-7918.00,4.84
23.45417833328247,9192.00,-2072.00,-912.00,-8441.00,11307.00,-4482.00,5.61
23.511568546295166,3908.00,-1432.00,868.00,-8117.00,6358.00,-1745.00,5.61
23.569007873535156,432.00,-2204.00,-2312.00,-2848.00,29.00,-1023.00,6.29
23.629936456680298,2328.00,-1424.00,-84.00,11395.00,-4349.00,-1674.00,7.54
23.687536239624023,1724.00,-1732.00,656.00,11479.00,-4338.00,-1684.00,7.54
23.74934434890747,2540.00,-1292.00,1944.00,10444.00,-5222.00,-1625.00,7.76
23.806161880493164,2412.00,-1072.00,4284.00,6122.00,-5797.00,-629.00,7.74
23.86379861831665,992.00,-1668.00,2116.00,516.00,-6244.00,545.00,8.39
23.92097520828247,-356.00,-1768.00,2476.00,-2314.00,-5127.00,306.00,9.02
23.978365182876587,284.00,-1608.00,1900.00,-4448.00,-4022.00,-913.00,8.95
24.039982318878174,1516.00,-1724.00,1428.00,-6187.00,-3301.00,-2245.00,9.31
24.096752882003784,692.00,-1396.00,772.00,-6194.00,-2447.00,-2529.00,9.18
24.158371925354004,1556.00,-1036.00,1132.00,-6206.00,-2661.00,-2580.00,9.33
24.215898513793945,768.00,-940.00,408.00,-5898.00,-2548.00,-2331.00,9.33
24.273326873779297,1148.00,-1128.00,852.00,-5053.00,-2741.00,-2908.00,9.48
24.33473515510559,-320.00,-1232.00,352.00,-4148.00,-2388.00,-3207.00,9.50
24.391850233078003,-652.00,-1164.00,-408.00,-3412.00,-923.00,-4278.00,9.56
24.4495952129364,276.00,-1040.00,164.00,-2619.00,-341.00,-5312.00,9.78
24.506627559661865,1244.00,-940.00,732.00,-1734.00,-174.00,-6083.00,9.96
24.56365942955017,1024.00,-672.00,1672.00,-1343.00,-313.00,-6033.00,9.61
24.62181806564331,848.00,-904.00,2040.00,-1878.00,-340.00,-5818.00,9.78
24.67921781539917,1352.00,-980.00,2940.00,-4927.00,-194.00,-5385.00,9.53
24.74000358581543,1392.00,-908.00,3512.00,-8218.00,-535.00,-4777.00,9.41
24.79715132713318,1856.00,-740.00,3172.00,-9879.00,-708.00,-4225.00,9.41
24.854740142822266,1972.00,-960.00,2192.00,-13187.00,-1211.00,-2749.00,9.17
24.916118621826172,1828.00,-1072.00,1272.00,-13709.00,-1037.00,-2237.00,8.86
24.978010892868042,1348.00,-1000.00,1140.00,-13326.00,-1087.00,-2247.00,8.84
25.039299488067627,1944.00,-4396.00,9836.00,-12050.00,20424.00,-3325.00,8.54
25.104971647262573,20328.00,14652.00,4428.00,-10136.00,13700.00,-2036.00,7.95
25.16638994216919,9368.00,-744.00,-10176.00,-3055.00,-10659.00,-7108.00,8.21
25.22790837287903,-9556.00,-6356.00,-2912.00,-331.00,-25480.00,-9977.00,7.55
25.28798484802246,-3276.00,-620.00,-3268.00,146.00,-32768.00,-10267.00,5.89
25.35414171218872,-4276.00,-1784.00,1516.00,-2172.00,-32768.00,-11752.00,6.35
25.41254997253418,10668.00,6188.00,476.00,-2994.00,-32768.00,-9867.00,6.24
25.477602005004883,-9316.00,116.00,-10528.00,-1600.00,-32768.00,-12127.00,3.69
25.5390682220459,-5508.00,-3560.00,-2040.00,-2411.00,-32768.00,-7331.00,1.32
25.600614309310913,2740.00,888.00,-1220.00,-2372.00,-32768.00,-4173.00,1.37
25.657520055770874,4520.00,-2172.00,984.00,-771.00,-32768.00,-1381.00,2.82
25.718671321868896,8320.00,480.00,-656.00,2698.00,-32768.00,-100.00,-1.87
25.784438133239746,-32768.00,-15996.00,-14096.00,4075.00,-32768.00,-2648.00,-0.14
25.846547842025757,-7716.00,-8720.00,-7124.00,7197.00,-32768.00,-1998.00,2.45
25.91200566291809,-1272.00,-25908.00,-11872.00,15720.00,-12623.00,-6515.00,3.33
