16996.00,-3056.00,3960.00,-912.00,-707.00,382.00,-0.82
16896.00,-3108.00,3976.00,-885.00,67.00,39.00,-0.82
16948.00,-3028.00,4172.00,-822.00,500.00,-116.00,-0.82
17152.00,-2836.00,4208.00,-866.00,530.00,-45.00,-1.05
16960.00,-2816.00,4188.00,-868.00,129.00,66.00,-1.05
16896.00,-3044.00,4168.00,-885.00,-283.00,182.00,-1.05
16948.00,-3048.00,4212.00,-925.00,-318.00,246.00,-1.05
17076.00,-2888.00,4200.00,-869.00,211.00,60.00,-0.81
16984.00,-2788.00,4228.00,-861.00,-120.00,138.00,-1.01
16940.00,-3028.00,4120.00,-854.00,-185.00,143.00,-1.04
16916.00,-2960.00,3840.00,-854.00,-157.00,10.00,-1.07
16824.00,-2732.00,4460.00,-842.00,269.00,37.00,-1.03
16944.00,-3020.00,4084.00,-929.00,-676.00,377.00,-1.06
17012.00,-3028.00,3892.00,-848.00,-270.00,203.00,-1.12
17160.00,-2912.00,4168.00,-849.00,464.00,-70.00,-1.02
17060.00,-2868.00,4128.00,-919.00,-626.00,357.00,-0.62
16948.00,-2956.00,4148.00,-860.00,436.00,-87.00,-0.79
17064.00,-2888.00,4088.00,-882.00,-696.00,353.00,-1.00
17200.00,-2868.00,4336.00,-756.00,297.00,-130.00,-0.90
17036.00,-2880.00,3916.00,-904.00,-429.00,238.00,-0.88
16996.00,-2968.00,4028.00,-826.00,142.00,46.00,-0.88
16996.00,-3008.00,4000.00,-880.00,-120.00,168.00,-1.02
17048.00,-2836.00,4284.00,-871.00,-57.00,123.00,-0.87
16932.00,-2988.00,4028.00,-891.00,-24.00,103.00,-0.86
17044.00,-2932.00,4016.00,-855.00,-427.00,249.00,-0.73
17028.00,-3056.00,4040.00,-785.00,443.00,-90.00,-0.82
16980.00,-2964.00,4088.00,-900.00,-488.00,270.00,-0.95
16980.00,-2992.00,4044.00,-782.00,557.00,-106.00,-0.83
16936.00,-2924.00,4104.00,-862.00,-558.00,315.00,-0.83
17076.00,-2992.00,3896.00,-829.00,354.00,-43.00,-0.71
16984.00,-2664.00,4408.00,-893.00,202.00,54.00,-1.13
16960.00,-3128.00,3860.00,-902.00,-764.00,370.00,-0.97
16952.00,-2836.00,4064.00,-806.00,828.00,-223.00,-1.06
17012.00,-2924.00,4224.00,-899.00,-631.00,363.00,-0.96
17016.00,-2884.00,3860.00,-856.00,314.00,-11.00,-1.02
17072.00,-2988.00,4240.00,-873.00,-262.00,191.00,-0.94
17076.00,-2916.00,3984.00,-882.00,191.00,29.00,-0.77
17012.00,-2876.00,4152.00,-824.00,-242.00,175.00,-0.77
16896.00,-2928.00,3940.00,-829.00,142.00,12.00,-0.50
17028.00,-2940.00,4140.00,-824.00,8.00,73.00,-0.73
14104.00,-1412.00,280.00,-1152.00,2207.00,987.00,-0.81
19176.00,-1976.00,396.00,-2866.00,-2990.00,-3461.00,-0.69
20604.00,-7700.00,10556.00,4288.00,7152.00,-3705.00,-0.71
23252.00,-816.00,5644.00,4091.00,-9807.00,-7908.00,-0.94
18328.00,4096.00,4824.00,3940.00,-21652.00,-7837.00,-0.57
19536.00,-2132.00,700.00,9118.00,-19322.00,-14025.00,-0.57
17608.00,5676.00,-2528.00,14024.00,-12764.00,-10411.00,-1.04
16512.00,1168.00,-4084.00,9616.00,-9768.00,-6913.00,-1.06
10980.00,644.00,-6912.00,12227.00,-3460.00,-38.00,-0.77
13264.00,2080.00,-6176.00,5373.00,12058.00,-972.00,-0.87
18148.00,2064.00,-3400.00,2723.00,14203.00,-2150.00,-0.68
17116.00,3540.00,-5356.00,813.00,17753.00,-577.00,-0.68
14784.00,1688.00,-1880.00,2947.00,11836.00,1007.00,-0.57
16452.00,1240.00,1448.00,4078.00,14205.00,4316.00,-0.59
14424.00,1528.00,3000.00,543.00,19210.00,6628.00,-0.75
16568.00,52.00,6216.00,1973.00,11218.00,7304.00,-0.18
18200.00,-1144.00,9292.00,3115.00,6405.00,7691.00,-0.61
17592.00,-1772.00,9476.00,791.00,-4528.00,3752.00,-0.71
18452.00,-1672.00,6772.00,1806.00,-15452.00,2238.00,-0.57
17916.00,-2140.00,4824.00,1340.00,-14672.00,2491.00,-0.57
18048.00,-1916.00,3612.00,843.00,-20014.00,-426.00,-0.77
17432.00,-1628.00,280.00,943.00,-21058.00,-1622.00,-0.96
16232.00,-56.00,-5020.00,-3540.00,-19233.00,-4291.00,-0.89
16704.00,1324.00,-7112.00,-3310.00,-15187.00,-4472.00,-1.03
15696.00,916.00,-7912.00,-3507.00,-13961.00,-2526.00,-1.03
13836.00,1448.00,-9464.00,-741.00,-6751.00,531.00,-1.08
13548.00,592.00,-9384.00,1782.00,-187.00,-767.00,-1.14
13844.00,-408.00,-7812.00,4517.00,10856.00,2838.00,-0.93
13192.00,-804.00,-7860.00,3523.00,10001.00,2741.00,-0.93
15656.00,-900.00,-8072.00,1491.00,10977.00,4183.00,-1.01
15372.00,-2152.00,-4112.00,3435.00,16541.00,3179.00,-0.96
17980.00,-432.00,-6528.00,109.00,6279.00,3785.00,-0.73
17128.00,-2504.00,-3092.00,-924.00,6089.00,3829.00,-0.73
21620.00,-3448.00,2044.00,4214.00,7109.00,3262.00,-0.90
17296.00,-4944.00,-916.00,668.00,2513.00,3517.00,-0.83
18400.00,-5236.00,1884.00,-277.00,-1836.00,3093.00,-0.83
18280.00,-3468.00,-2196.00,-3289.00,-7570.00,-2960.00,-1.07
17796.00,-3092.00,-3032.00,-4808.00,-5785.00,581.00,-0.75
17608.00,-2736.00,-2948.00,-35.00,-10907.00,-1213.00,-0.82
16196.00,-1956.00,-6468.00,-979.00,-10470.00,-1699.00,-1.02
13444.00,-3008.00,-8504.00,504.00,-8248.00,-361.00,-0.86
14140.00,-3252.00,-8032.00,92.00,-7154.00,-1073.00,-0.86
14716.00,-2392.00,-9376.00,-545.00,-1794.00,256.00,-1.26
15396.00,-3020.00,-7536.00,1628.00,2111.00,-40.00,-0.53
14496.00,-3536.00,-8048.00,384.00,1903.00,2007.00,-0.53
15392.00,-4204.00,-6668.00,113.00,-2720.00,-1052.00,-0.94
14976.00,-3760.00,-7888.00,-593.00,3280.00,886.00,-0.94
16172.00,-3116.00,-7912.00,-1475.00,7096.00,1662.00,-0.98
14864.00,-4324.00,-6296.00,-189.00,15438.00,1234.00,-0.93
15600.00,-3560.00,-3060.00,952.00,17768.00,-548.00,-0.99
16244.00,-4144.00,1056.00,-3015.00,17255.00,4316.00,-0.78
15640.00,-4124.00,1932.00,-1608.00,17006.00,4262.00,-1.08
15608.00,-5040.00,5076.00,504.00,12157.00,640.00,-0.85
15584.00,-5560.00,7852.00,-1969.00,12275.00,1849.00,-1.10
15456.00,-5100.00,7784.00,-2530.00,10530.00,1412.00,-1.10
15788.00,-4796.00,9480.00,-1589.00,4677.00,-1860.00,-0.81
15992.00,-4044.00,8976.00,-1766.00,4549.00,-1542.00,-0.81
14348.00,-5648.00,9576.00,-962.00,5356.00,3684.00,-0.83
14716.00,-5324.00,10672.00,-716.00,434.00,-439.00,-0.89
15824.00,-5844.00,8456.00,-2274.00,-9215.00,2453.00,-0.87
15312.00,-6632.00,8548.00,-2887.00,-9739.00,2475.00,-0.88
16000.00,-5796.00,6472.00,-3351.00,-13285.00,219.00,-0.88
16824.00,-6536.00,5080.00,-3320.00,-15471.00,-692.00,-0.93
17140.00,-5604.00,-540.00,-2800.00,-18146.00,-2602.00,-0.81
17468.00,-5304.00,-1084.00,-3055.00,-16896.00,-2363.00,-0.81
16468.00,-5556.00,-1744.00,-3904.00,-16850.00,-1677.00,-1.06
14512.00,-5108.00,-6356.00,-1379.00,-7623.00,-1867.00,-0.53
14512.00,-4900.00,-6052.00,-1169.00,-5331.00,-1857.00,-0.53
14308.00,-4324.00,-6540.00,325.00,1657.00,-860.00,-1.22
14612.00,-4372.00,-6348.00,153.00,1054.00,-504.00,-1.22
15164.00,-3052.00,-5476.00,2469.00,19455.00,-2149.00,-0.82
15792.00,-2452.00,-5340.00,2928.00,24087.00,-2795.00,-0.82
15860.00,-3820.00,124.00,1967.00,23505.00,278.00,-0.75
16840.00,-3100.00,2108.00,2296.00,14796.00,18.00,-0.95
15756.00,-4884.00,5264.00,-1105.00,8523.00,2673.00,-0.66
13944.00,-5664.00,6132.00,-1483.00,7330.00,991.00,-0.91
13720.00,-5728.00,6472.00,-1922.00,7147.00,-231.00,-0.91
17072.00,-3084.00,5184.00,-406.00,1616.00,152.00,-0.91
17028.00,-5268.00,9232.00,-700.00,-1261.00,-176.00,-0.88
18412.00,-4032.00,6780.00,-792.00,1801.00,2123.00,-0.83
20296.00,-6184.00,7972.00,-613.00,-2764.00,-2384.00,-0.89
22912.00,-3316.00,6888.00,-4483.00,-3109.00,-6086.00,-0.65
20544.00,-5308.00,5392.00,-813.00,-7581.00,-1517.00,-1.07
21124.00,-3432.00,2316.00,-312.00,-13655.00,-5110.00,-0.73
14600.00,-7156.00,5100.00,-679.00,-7421.00,-2984.00,-0.69
